LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,Filename,Label
0.004245758056639006,0.01853179931639918,0.013771057128900997,0.10038375854488359,0.19117736816398956,0.18678665161125688,0.04730224609373196,0.05365753173826078,0.3458671569822899,0.03827667236326665,r2_Im064_prep.png,0
0.005813598632810282,0.02119064331053879,0.017932891845696283,0.1023635864257422,0.19795227050773698,0.172649383544856,0.05312347412107348,0.049713134765606036,0.3331375122069042,0.04612350463865428,r3_N-26-R_left_half_prep.png,0
0.0039176940917953805,0.021099090576163826,0.011318206787105057,0.10345458984371053,0.11715698242183031,0.18127822875969649,0.04888916015623135,0.07099533081051979,0.40205764770492475,0.039833068847641054,r1_Im143_prep.png,0
0.005340576171872963,0.018890380859367794,0.014003753662104034,0.09551239013668232,0.1766510009764951,0.18056869506829049,0.04652404785154475,0.06201934814450759,0.35833740234361333,0.04215240478514017,r1_Im003_prep.png,0
0.005416870117185434,0.020191192626945423,0.014270782470697681,0.09362411499019865,0.17586135864251104,0.19099044799797402,0.04826354980466909,0.058204650878884046,0.34889984130846063,0.044277191162092486,r2_Im124_prep.png,0
0.0033111572265612367,0.016784667968743595,0.008678436279293565,0.09473037719722949,0.116359710693315,0.19752883911125277,0.03921508789061004,0.07277297973630037,0.41525268554671657,0.035366058349595886,r2_Im013_prep.png,0
0.0028114318847645525,0.015735626220697123,0.00902938842773093,0.09215164184566797,0.16111373901361042,0.20491409301749997,0.03927612304686002,0.06295776367185098,0.37783050537094964,0.03417968749998696,r2_Im012_prep.png,0
0.005893707275388377,0.022060394287100958,0.01601409912108764,0.09648513793941632,0.15087127685541118,0.17986297607415014,0.05123519897458983,0.06340026855466331,0.3648452758787671,0.04933166503904368,r2_Im188_prep.png,0
0.0027770996093739405,0.01941299438475822,0.005092620849607432,0.10234451293941409,0.06404113769528808,0.16599655151360856,0.03490829467772106,0.08534240722652994,0.48767852783184523,0.03240585327147201,r3_N-62-R_left_half_prep.png,0
0.003360748291014343,0.015785217285150227,0.011970520019526684,0.09066772460934042,0.20320129394523498,0.19807434082023695,0.04285049438474928,0.05312347412107348,0.34355545043932206,0.0374107360839701,r2_Im026_prep.png,0
0.005149841308591785,0.017749786376946353,0.015727996826165876,0.10185623168941427,0.21240234374991898,0.18022918701165,0.050178527832012106,0.04653930664060724,0.3313713073729205,0.03879547119139145,r3_N-14-R_left_half_prep.png,0
0.004776000976560678,0.022022247314444725,0.013416290283198008,0.10378646850581978,0.15018463134759896,0.17811584472649455,0.05143737792966788,0.06536483764645944,0.3667793273924382,0.0441169738769363,r1_Im008_prep.png,0
0.003837585449217286,0.018501281738274193,0.011920928955073578,0.1009864807128521,0.1534767150878321,0.18907165527336536,0.046054840087873056,0.061714172363257706,0.3781890869139182,0.03624725341795492,r1_Im149_prep.png,0
0.0035667419433580145,0.018676757812492874,0.0076522827148408305,0.09962844848629011,0.09354400634762057,0.17086791992180983,0.03701782226561088,0.07637786865231462,0.45812988281232525,0.03453826904295557,r3_N-13-L_left_half_prep.png,0
0.004032135009764087,0.016967773437493526,0.011306762695308187,0.09655761718746317,0.13800430297846297,0.18688583374016307,0.040050506591781596,0.06762313842770858,0.4012641906736751,0.03730773925779827,r1_Im041_prep.png,0
0.004184722900389029,0.023845672607412778,0.010662078857417807,0.10351562499996052,0.10897064208980219,0.17563629150383925,0.050193786621074606,0.07343673706051886,0.40403747558578335,0.04551696777342014,r3_N-68-R_left_half_prep.png,0
0.0037651062011704386,0.018791198730461582,0.012596130371088945,0.10027694702144613,0.16603088378899916,0.19497680664055062,0.04688262939451337,0.06010818481443019,0.3560371398924423,0.04053497314451579,r2_Im110_prep.png,0
0.004249572753904629,0.016963958740227904,0.012584686279292075,0.09252548217769908,0.19041442871086486,0.1842002868651641,0.04310989379881168,0.05603790283200987,0.3630332946775959,0.03688049316404843,r1_Im036_prep.png,0
0.003814697265623545,0.01525878906249418,0.010726928710933408,0.09846496582027493,0.18780517578117836,0.18757629394524095,0.04027557373045339,0.05750656127927494,0.368038177490094,0.030532836914050853,r1_Im037_prep.png,0
0.003578186035154885,0.018466949462883582,0.01081466674804275,0.10235595703121095,0.15251922607416057,0.19398880004875413,0.04739379882810692,0.06430816650388171,0.3708992004393116,0.03567504882811139,r2_Im182_prep.png,0
0.0036087036132798735,0.017807006835930707,0.01245117187499525,0.0938415527343392,0.15211105346673884,0.20226669311515721,0.04494094848631098,0.06480407714841278,0.3700180053709526,0.038150787353501074,r2_Im019_prep.png,0
0.0018806457519524077,0.013805389404291608,0.004798889160154419,0.09471511840816699,0.08161163330075012,0.2003326416014861,0.0320472717285034,0.0770072937011425,0.4678115844724778,0.02598953247069321,r2_Im018_prep.png,0
0.003921508789061004,0.021083831787101333,0.01222610473632346,0.10566329956050657,0.14881896972650574,0.1849441528319607,0.05041885375974639,0.061504364013648415,0.37057876586899924,0.04084014892576567,r3_N-50-R_left_half_prep.png,0
0.0026588439941396106,0.018028259277336874,0.00889968872069973,0.10038757324214921,0.1341972351073707,0.1969985961913311,0.04343414306638968,0.06927490234372358,0.39243698120102216,0.0336837768554559,r2_Im236_prep.png,0
0.004104614257810934,0.018760681152336593,0.013778686523432244,0.09871292114254047,0.182559967040946,0.18918609619133409,0.048542022705059605,0.055149078369119586,0.3479690551756485,0.04123687744139052,r2_Im050_prep.png,0
0.0036735534667954738,0.019077301025383346,0.009929656982418086,0.10425186157222585,0.1398239135741654,0.17972946166985332,0.04519653320310776,0.06669998168942769,0.396522521972505,0.035095214843736615,r1_Im087_prep.png,0
0.0030059814453113533,0.02027511596678914,0.00811386108398128,0.10303878784175757,0.10698699951167794,0.18197250366203996,0.04572677612302943,0.07402420043942488,0.4210472106931988,0.03580856323240821,r1_Im086_prep.png,0
0.0040550231933578285,0.017955780029290026,0.013675689697260409,0.09670639038082249,0.18961715698234954,0.19562911987297224,0.0481033325195129,0.053424835205057745,0.3409538269041668,0.03987884521482854,r2_Im132_prep.png,0
0.003711700439451709,0.017654418945305766,0.01081466674804275,0.09771728515621272,0.1303253173827628,0.1853981018065699,0.0419960021972496,0.06577301025388116,0.40872192382796907,0.037887573242173046,r1_Im015_prep.png,0
0.004093170166014064,0.01814270019530558,0.012557983398432709,0.09646987915035382,0.1478576660155686,0.1876640319823503,0.04142761230467169,0.06438827514645981,0.38597869873032153,0.04141998291014045,r1_Im014_prep.png,0
0.0040016174316390984,0.022335052490225854,0.009967803955074322,0.10317611694332002,0.11776351928706445,0.18069458007805608,0.049480438232403,0.07126617431637906,0.3991813659666446,0.042133331298812055,r1_Im155_prep.png,0
0.003822326660154792,0.019870758056633044,0.009937286376949335,0.10382461547847602,0.13010787963862225,0.18340301513664878,0.043804168701155166,0.06855773925778634,0.399177551269379,0.037494659423813824,r3_N-42-R_left_half_prep.png,0
0.0028038024902333055,0.01569366455077526,0.010025024414058675,0.08946990966793462,0.15876770019525194,0.20732498168937405,0.04098510742185937,0.0605621337890394,0.3783149719236838,0.03605270385740812,r2_Im004_prep.png,0
0.005043029785154326,0.023292541503897365,0.013439178466791749,0.10304641723628881,0.12440872192378066,0.17346572875969946,0.0519599914550583,0.06849670410153637,0.3900985717771949,0.04674911499021654,r3_N-39-L_left_half_prep.png,0
0.005748748779294682,0.020603179931632767,0.01734542846679026,0.10493087768550685,0.1771965026854793,0.180908203124931,0.053890228271463815,0.054256439208963676,0.3386459350584646,0.046474456787091646,r3_N-8-L_left_half_prep.png,0
0.005256652832029245,0.019565582275383162,0.01597976684569703,0.10095977783199274,0.1797904968261033,0.1795005798339159,0.052070617675761384,0.05555725097654131,0.3474388122557268,0.04388046264646764,r1_Im062_prep.png,0
0.004570007324217007,0.01917648315428956,0.014373779296869517,0.10356140136714799,0.18944549560539647,0.18018341064446253,0.0493507385253718,0.05425262451169805,0.34407806396471247,0.04100799560545311,r1_Im063_prep.png,0
0.003284454345701872,0.020225524902336034,0.007186889648434758,0.09796142578121263,0.08083724975582854,0.16695022583001443,0.036682128906236004,0.07762908935543913,0.4716186523435701,0.037624359130845025,r3_N-48-R_left_half_prep.png,0
0.005195617675779268,0.020401000976554718,0.014396667480463258,0.10137939453121132,0.16709899902337375,0.17695236206047937,0.04997253417966844,0.058635711669899504,0.3636932373045488,0.042274475097640124,r1_Im056_prep.png,0
0.0032310485839831425,0.017242431640618422,0.010921478271480208,0.09887313842769666,0.16337203979485956,0.1933860778807856,0.04276275634763994,0.0633811950683352,0.3709373474119679,0.035892486572251935,r1_Im057_prep.png,0
0.0037841796874985563,0.018280029296868026,0.011985778808589177,0.09782791137691581,0.18280029296868028,0.19473648071281635,0.04712677001951327,0.05541610717771323,0.3507919311522099,0.037250518798813914,r2_Im078_prep.png,0
0.005489349365232281,0.021354675292960604,0.017047882080071623,0.10250473022457027,0.16394042968743747,0.17568969726555797,0.0542106628417762,0.056846618652322066,0.3564720153807234,0.04644393920896666,r3_N-7-L_left_half_prep.png,0
0.004901885986326255,0.020538330078117166,0.014717102050775636,0.09759140014644714,0.1609497070311886,0.1887664794921155,0.05123519897458983,0.06076431274411744,0.35612106323228604,0.04441452026365493,r2_Im170_prep.png,0
0.0025177001953115394,0.014690399169916272,0.006980895996091087,0.09570312499996349,0.11281585693355071,0.20899963378898279,0.03742218017576698,0.07049179077145748,0.42054367065413645,0.029834747314441745,r2_Im030_prep.png,0
0.003520965576170532,0.02235031127928835,0.011215209960933222,0.10684204101558424,0.13071060180659078,0.1862869262694602,0.053756713867166996,0.0661849975585685,0.3798522949217301,0.039279937744125644,r3_N-70-R_left_half_prep.png,0
0.0022735595703116326,0.014026641845697773,0.007179260253903512,0.09420013427730782,0.1188087463378453,0.20439910888664078,0.03561782836912704,0.07007980346677015,0.42490386962874416,0.028511047363270373,r2_Im031_prep.png,0
0.004356384277342088,0.021347045898429357,0.011852264404292354,0.09998703002925874,0.1464004516601004,0.1844558715819609,0.04811096191404415,0.06644058227536528,0.3753433227537631,0.041706085205062214,r2_Im138_prep.png,0
